"id","type_id","topic_id","text","referencedTopic_id"
11613011,4,11613,,11616
11613012,4,11613,,11617
11613014,4,11613,,11619
11613018,4,11613,,11624
11613016,4,11613,,11622
11613008,1,11613,called teachers from 1870-76,
11613009,1,11613,no mention from RP 1886-1901,
11613005,1,11613,called Education from 1864-70,
11613003,1,11613,Teachers Diploma from RP 1881-86,
11613004,1,11613,called Education Department from RP 1906-20,
11613006,1,11613,called Education of Teachers from RP 1837-64,
11613007,1,11613,"called Teaching, Science and Art of, from RP 1876-81, and 1901-06",
11620002,1,11620,"A. S. Whitney, Dean, 1923-29",
11620001,1,11620,"A. S. Whitney, Acting Dean, 1921 to 1923",
11620003,1,11620,"Allen S. Whitney Head of Department, 1906 to 1921",
11629002,4,11629,,33326
11629001,4,11629,,11628
11632001,1,11632,a Standing Committee of the Regents,
11633002,1,11633,"name changed in 1921 to, no R.P., ref.",
11633001,1,11633,"called Bureau of Tests and Measurements, R.P., 1917-20",
11637001,1,11637,SEE:  Inter-University Communication Council,
11847002,4,11847,,11848
11847003,4,11847,,11849
11847001,1,11847,called Electrical Engineering (only) from R.P. 1886-1891,
11849001,1,11849,"Alfred H. Lovell, 1945-1953",
11849002,1,11849,"Benjamin F. Bailey, 1922-1944",
11849003,1,11849,"George W. Patterson, 1905-1915 n John C. Parker, 1915-1922",
11862001,4,11862,,11863
11904001,1,11904,"Superintendent of Public Instruction, 1935-1948",
11984001,1,11984,Regent: 1852-1857,
12003001,4,12003,,12001
12006001,1,12006,SEE ALSO:  Emeritus Club,
12034018,4,12034,,33370
12034016,4,12034,,22750
12034019,4,12034,,37373
12034017,4,12034,,31096
12034009,4,12034,,12040
12034007,4,12034,,12038
12034015,4,12034,,18648
12034010,4,12034,,12041
12034011,4,12034,,12042
12034005,4,12034,,10501
12034012,4,12034,,12043
12034020,4,12034,,43791
12034008,4,12034,,12039
12034002,1,12034,SEE ALSO:  Group Insurance Program,
12034006,4,12034,,12037
12034004,3,12034,,17439
12034001,1,12034,Nonacademic Employees from 1951-54,
12037001,1,12037,originally called Employees Retirement Fund or Nonacademic Retirement Plan,
12045001,4,12045,,32995
12049001,1,12049,SEE:  Environmental Action for Survival,
12059002,3,12059,,28630
12059001,3,12059,,10533
12060001,3,12060,,28630
12062001,1,12062,SEE:  Law School fund--Endowment of a Chair,
12077001,1,12077,Teaching Fellow RP volumes 1939-48,
12100001,3,12100,,5999
12106001,3,12106,,12112
12108001,3,12108,,12166
12112003,4,12112,,12114
12112002,4,12112,,12113
12112001,1,12112,"called Descriptive Geometry Mechanism and Drawing Dept. from R.P., 1910-23",
12118003,4,12118,,12120
12118002,4,12118,,12119
12118001,1,12118,instruction originally given by depts. of Physics Math and Civil Engineering,
12125001,3,12125,,33294
12130001,1,12130,called Instrument Shop formerly,
12138015,4,12138,,12149
12138012,4,12138,,12146
12138013,4,12138,,12147
12138014,4,12138,,12148
12138007,4,12138,,12139
12138003,1,12138,"SEE ALSO:  Engineering, College of, Departments",
12138008,4,12138,,12140
12138017,4,12138,,12152
12138010,4,12138,,12142
12138009,4,12138,,12141
12138011,4,12138,,12144
12138002,1,12138,"SEE ALSO:  Engineering, College of, Buildings and Construciton",
12138005,1,12138,"called Engineering Colleqe from R.P., 1914 to 1926",
12138006,1,12138,"called Engineering Department from R.P., 1837 to 1914",
12138001,1,12138,"College of Architecture separated from, 1929-32, 751-53",
12138004,1,12138,"called Colleges of Engineering and Architecture, from R.P., 1926 to 1929",
12139001,2,12139,"volumes 1891-96, 1901-06, 1910-14, and 1917-20 for requirements",
12139002,2,12139,"volumes 1929-36, 1948-54, 1957-60, 1966-72 for requirement changes",
12140003,2,12140,volumes 1932-present for executive committee,
12140001,1,12140,"A. H. Lovell appointed Secretary, 1932-36, 242",
12140002,1,12140,"A. R. Hellwarth appointed Secretary, 1957-60, 726",
12145001,1,12145,SEE ALSO:  under individual names of departments,
12146001,1,12146,"Charles Ezra Greene, 1895 to 1903",
12146002,1,12146,"George Granger Brown, 1951 to 1957",
12146003,1,12146,"Ivan Charles Crawford, 1940 to 1951",
12146005,1,12146,"Stephen Stanley Attwood, 1958 to 1965",
12146004,1,12146,"Mortimer Elwyn Cooley, 1904 to 1928 n Herbert Charles Sadler, 1928 to 1937 n Henry Clay Anderson, 1937 to 1939",
12148001,2,12148,"volumes 1906-17, and 1932-36, for outside work of professors in",
12150001,2,12150,"volumes 1896-1910, 1914-17, and 1951-54 for",
12166004,1,12166,no mention in R.P. volumes from 1951 to 1963,
12166002,1,12166,"called English (only) from R.P., 1910 to 1926",
12166001,1,12166,called Engineering English Department from R.P. 1926 to 1951,
12166003,1,12166,"called English Dept., College of Engineering in volumes 1963-66 and 1966-69",
12167001,1,12167,from 1895 to 1901 instructors borrowed from English Dept. in Literary College,
12168001,1,12168,Joseph R. Nelson (no R.P. ref.),
12169008,4,12169,,12168
12169009,4,12169,,12170
12169007,3,12169,,12170
12169003,1,12169,indexed under English Department R. P. 1901-29,
12169002,1,12169,"indexed under English (only) from R.P., 1891-96",
12169004,1,12169,indexed under English Language (only) from R.P. 1837 to 1864,
12169006,1,12169,"no mention under English from R.P. 1864-70, 1876-91, and 1896-01",
12169001,1,12169,"Division of English composed of English, Speech and Rhetoric, R.P., 1926-29",
12169005,1,12169,"indexed under English Language and Literature (only) from R.P., 1870 to 1876",
12171001,1,12171,"I. N. Demmon, from 1881-1920",
12172002,4,12172,,12178
12204001,1,12204,SEE ALSO:  Registration,
12204002,1,12204,"SEE ALSO:  Students, Specific, Number of",
12209001,1,12209,"for, requirements, see under individual colleges or schools",
12234001,3,12234,,32368
12250001,4,12250,,12517
12294001,1,12294,"audit formerly done by Miller, Bailey and Company",
12294002,1,12294,"commissioned to audit, RP volumes 1945-54, 1960-69",
12329001,1,12329,"Instructor in Mathematics, RP 1896-1914",
12357002,2,12357,"1870-81 for committee appointments on board, etc",
12357001,1,12357,"Regent from Jan., 1870 to Dec. 31, 1877",
12495001,1,12495,a Standing Committee of the Regents,
12499001,2,12499,volume 1837-64 for reports of,
12499002,2,12499,volume 1837-64 for standing committee members,
12503001,3,12503,,29720
40630008,4,40630,,12525
40630004,4,40630,,12521
40630002,1,40630,"SEE ALSO:  Extersion Service, University, Salaries",
40630007,4,40630,,12524
40630001,1,40630,"SEE ALSO:  Extension Service, University, Reports on",
40630003,4,40630,,12520
40630005,4,40630,,12522
40630006,4,40630,,12523
12526002,2,12526,"volumes 1891-96, 1910-20",
12526001,1,12526,"for information after 1920, see annual reports of the President, U. Extension",
12534001,1,12534,SEE:  Lions Clubs,
12534002,1,12534,SEE:  New Eyes for the Needy,
12562008,4,12562,,12006
12562007,4,12562,,1091
12562013,4,12562,,12585
12562011,4,12562,,12583
12562014,4,12562,,12586
12562016,4,12562,,16219
12562018,4,12562,,31684
12562015,4,12562,,12587
12562012,4,12562,,12584
12562009,4,12562,,12581
12562017,4,12562,,17439
12562002,1,12562,SEE ALSO:  Demotion or Dismissal or Disability,
12562006,1,12562,SEE ALSO:  under specific rank: Professors. etc.,
12562005,1,12562,SEE ALSO:  Retirement or under specific Plans Tenure,
12562001,1,12562,SEE ALSO:  Appointments: Academic or Part-time or Terminal,
12562003,1,12562,SEE ALSO:  Major Medical Expense Insurance Plan Sick Leaves,
12562004,1,12562,"SEE ALSO:  Private Practice, Consulting Service, or Outside Employment",
12564001,3,12564,,40622
12574001,3,12574,,15641
12575001,3,12575,,39332
12581001,2,12581,"volumes 1837-64, 1896-01, and 1906-14 for rules re salaries of on",
12586001,1,12586,"of Professors, RP volumes 1837-64, 1870-76, 1876-81",
12587001,2,12587,"volumes 1837-70, 1891-96, 1914-20, for, of professors",
12617001,1,12617,"SEE ALSO:  ssistant Professor of Administrative Law, 1896-01, 510, 678",
12685001,1,12685,"replaced Oriental Languages and Literatures Department, 1948-51, 180",
12725001,1,12725,Regent: 1852-1857,
12730001,1,12730,"Regent from Jan. 1896 to Dec. 31, 1903",
12835001,3,12835,,40586
12837001,3,12837,,38628
12858002,4,12858,,12860
12858007,4,12858,,12866
12858004,4,12858,,12863
12858005,4,12858,,12864
12858001,4,12858,,12859
12858006,4,12858,,12865
12858003,4,12858,,12862
12864001,2,12864,"volumes, 1881-1917 for",
12983001,1,12983,SEE:  Ferris State College,
12984003,1,12984,Ferris Institute (formerly),
12984004,1,12984,named Ferris State College in 1963,
12984002,1,12984,Ferris Industrial School (formerly),
12984001,1,12984,Big Rapids Industrial School (formerly),
12995001,1,12995,"Regent from Jan. 1, 1858 to Dec. 31, 1863",
13011001,1,13011,"SEE ALSO:  National Surety Corporation underwriter for, 1951-54, 57",
13012001,1,13012,"SEE ALSO:  Adjunct Lecturer in Division of Education at UM-Dearborn, 1978-81, 548",
13034002,1,13034,"SEE:  The University of Michigan, An Encyclopedic Survey, Volume I",
13034001,1,13034,"Regent of the University, 1886-89",
13053001,3,13053,,35935
13073003,4,13073,,14289
13073001,2,13073,"volumes 1837-85, 1906-14, and 1917-23 for reports on",
13073002,2,13073,"volumes 1876-85, for inventory of money received and expended",
13076001,4,13076,,38603
13096001,3,13096,,1376
13096003,3,13096,,44530
13132001,1,13132,"on Clements Library Associates Board of Governors, RP volumes 1957-81",
13159001,3,13159,,19626
13160001,2,13160,"volumes 1891-96, 1901-14, for equipment for",
13172001,3,13172,,2204
13179001,1,13179,"annual accounting of W. W. Cook Trust approved, RP volumes 1960-72",
13212001,1,13212,"Visiting Associate Professor of Library Science, RP volumes 1951-66",
13261001,3,13261,,40586
13278001,1,13278,"Regent from Feb., 1842 through 1846",
13296002,1,13296,"SEE:  The University of Michigan, An Encyclopedic Survey, Volume I",
13296001,1,13296,"Regent of the University, 1837",
13310001,3,13310,,13311
13310003,3,13310,,13313
13310002,3,13310,,13312
13314001,1,13314,"Schools of Arch. and Urban Plan., Art, and Lib. Science approved, 1972-75, 1299",
13362001,1,13362,"Teaching Fellow, RP volumes 1945-54",
13367001,1,13367,formerly called Twelfth Street,
13375001,1,13375,"Regent: Jan. 1, 1894 to Dec. 31, 1909",
13386001,1,13386,"Regent from April, 1842 to 1851",
13400001,4,13400,,13404
13404005,4,13404,,13430
13404003,4,13404,,13427
13404004,4,13404,,13429
13404002,4,13404,,13426
13404001,1,13404,SEE:  The University of Michigan-Flint,
13442001,1,13442,"SEE ALSO:  Flint, City of, Prperty",
13526001,1,13526,"Supervisor of Extension Center in Upper Peninsula, RP volumes 1945-54",
13545001,1,13545,"SEE ALSO:  Food Service Building indexed under Food Director, R.P., 1926-32",
13550003,1,13550,"Elton E. Wieman, 1926 to 1928",
13550006,1,13550,"Harry G. Kipke, 1928 to 1938",
13550004,1,13550,"Fielding H. Yost, 1901 to 1926",
13550005,1,13550,"Glenn E. Schembechler, 1969 to",
13550007,1,13550,"Herbert 0. Crisler, 1938 to 1948",
13550002,1,13550,"Chalmers W. Elliott, 1958 to 1969",
13550001,1,13550,"Bennie G. Oosterbaan, 1948 to 1958",
13550008,1,13550,"Keene Fitzpatrick, from 1896 to 1901",
13550009,1,13550,"William L. McCauley, from 1894 through 1896",
13608001,1,13608,Drs. Withey and Lippitt,
13670001,3,13670,,13569
13687001,1,13687,formerly Michigan High School Debating League,
13687002,1,13687,"name changed to Mi. High School Forensic Association in 1933, no R.P. ref.",
13697001,3,13697,,28754
13746001,4,13746,,29714
13753001,1,13753,"SEE ALSO:  ssistant Professor of Physical Education for Men, 1966-69, 1268",
13771001,1,13771,Regent: 1850-1852,
13940001,1,13940,SEE ALSO:  under individual fraternities,
13945001,1,13945,"Teaching Fellow in Geography, RP volumes 1951-60",
13973001,3,13973,,2855
14000001,1,14000,"editing and publishing of, R.P. volumes 1906-17",
14027001,1,14027,"Lecturer in Social Work, RP volumes 1951-60",
14144001,1,14144,Name changed to Friends of the Bentley Historical Library in 1993,
14227001,3,14227,,40586
14262001,1,14262,Formerly known as Almyra O. Fuller,
14289004,4,14289,,12927
14289008,4,14289,,40253
14289001,4,14289,,240
14289005,4,14289,,14751
14289006,4,14289,,35352
14289002,4,14289,,12061
14289003,4,14289,,12514
14289007,4,14289,,38626
14308001,3,14308,,33372
14341001,3,14341,,33372
14472001,1,14472,SEE:  Grand Army of the Republic,
14494001,1,14494,SEE:  Federated Garden Clubs Foundation,
14494002,1,14494,SEE:  Woman''s National Farm and Garden Association,
14494003,3,14494,,1048
14544001,1,14544,"Instructor in Mathematics, RP volumes 1901-17",
14617001,1,14617,"on Board of Governors of Lawyers Club, RP volumes 1942-60",
14753002,3,14753,,44557
14753001,3,14753,,23859
14762001,1,14762,"salsries paid from funds provided by, R.P. volumes 1932-36, 1939-45",
14776001,3,14776,,17508
14790002,3,14790,,7214
14790001,1,14790,"indexed under Surveying Deoartment from R.P., 1914-23",
14795003,4,14795,,7214
14795004,4,14795,,14796
14795005,4,14795,,14798
14795002,1,14795,"indexed under Geography (only) from R.P., 1914 to 1920",
14795001,1,14795,courses in geography originally given by Geology Department,
14803003,1,14803,"called Geology Department from R.P., 1910-60",
14803006,1,14803,"no mention from R. P. 1864-70, 1881-85, 1901-06",
14803001,1,14803,"called Geological Department from R.P., 1891-01",
14803004,1,14803,"called Geology, Zoology and Botany from R.P., 1886-91",
14803005,1,14803,"indexed under Geological Laboratory from R. P., 1886-91",
14803002,1,14803,"called Geology (only) from R.P., 1837-64, 1876-81, 1906-10",
14816001,3,14816,,43735
14823001,4,14823,,14824
14871002,4,14871,,43735
14871001,1,14871,SEE ALSO:  Oxford Housing--German House fund,
14873007,4,14873,,14875
14873006,4,14873,,14874
14873008,4,14873,,14876
14873004,2,14873,volumes for appropriations to,
14873005,3,14873,,14876
14873001,1,14873,"called German (only) from R.P., 1837 to 1870",
14873003,1,14873,"no mention from R.P., 1870 to 1906, and 1914 to 1917",
14873002,1,14873,"called German Department from R.P., 1906 to 1914, and 1917 to 1951",
14879004,4,14879,,14876
14879003,1,14879,set up as separate division in 1951,
14879001,1,14879,"funds for, from Horace H. Rackham (no R.P. ref.)",
14879002,1,14879,originall in Institute for Human Adjustment (Administration),
14880001,4,14880,,14881
14996001,1,14996,After November 1991 listed under Voluntary Support,
15019001,1,15019,"Regent from Jan., 1868, to Dec. 31, 1875",
15077001,1,15077,"Superintendent of University Hospital, R.P. volumes 1896-1910",
15169001,1,15169,"House Director, R.P. volumes 1942-51",
15194002,4,15194,,15196
15194001,4,15194,,15195
15196001,1,15196,A. A. Stanley appointed in 1890 (no R.P. ref.),
15197002,1,15197,organized in 1902 (no R.P. ref.),
15197001,1,15197,adopted name of Stanley Chorus in honor of A. A. Stanley (no R.P. ref.),
15210001,1,15210,"Teaching Fellow at English Language Institute, RP volumes 1951-60",
15277001,1,15277,Regent: 1962-70,
15389005,3,15389,,28326
15389003,3,15389,,15390
15389004,3,15389,,19296
15389002,1,15389,SEE:  Radrick Farms Golf Course,
15389001,1,15389,SEE:  Golfview Hills Golf Course Stadium Hills Golf Course,
15392001,1,15392,also called Stadium Hills Golf Course,
15465001,1,15465,"Regent: April, 1841, resigned in 1843",
15511001,1,15511,"Regent: Feb., 1848 to 1852",
15533001,1,15533,"SEE ALSO:  ssociate Research Psychologist, 1954-57, 636",
15545001,1,15545,"SEE ALSO:  ssistant Professor of Chemical Engineering, 1954-57, 294",
15568002,2,15568,"volumes 1910-1929, for committee appointments on board, etc",
15568001,1,15568,"Regent: Jan., 1914 to Dec. 31, 1929",
15647002,4,15647,,15648
15647001,1,15647,"called Bureau of Reference and Research in Government R.P., 1914-17, 1932-36",
15649001,3,15649,,23494
15650001,3,15650,,31684
15651001,3,15651,,27153
15658001,1,15658,SEE:  Academic Costume,
15685001,3,15685,,17250
15686001,3,15686,,32588
15696001,3,15696,,8010
15697002,3,15697,,18657
15697001,1,15697,SEE:  under individual schools and colleges,
15756001,4,15756,,14053
15774001,1,15774,"Regent from Jan., 1872, to Dec. 31, 1879",
15777002,2,15777,"volumes 1906-14 for committee appointments on board, etc",
15777001,1,15777,"Regent: Dec., 1909 to Dec. 31, 1913",
15841001,1,15841,"SEE ALSO:  Adjunct Lecturer in Industrial and Operations Engineering, 1978-81, 105",
15847001,4,15847,,43735
15851001,1,15851,"Visiting Lecturer in Library Science, RP volumes 1957-66",
15868001,1,15868,"called Greek (only) from R.P., 1837-1876",
15868003,1,15868,"no mention from R.P. 1876-1886, 1891-1901, 1910-1914, and 1917-1920",
15868002,1,15868,"called Greek Department from R.P. 1886-1891, 1901-1910, 1914-1917, and 1920-1936",
15912001,1,15912,Regent from 1848 to 1852,
16076001,1,16076,"Scanner Controller, Office of Government Relations, 1987-88, no RP. ref",
16180002,2,16180,"1881-85 and 1886-91, for committee appointments on board, etc",
16180001,1,16180,"Regent: Jan., 1880 to Dec. 31, 1887",
16216001,4,16216,,25786
16399001,2,16399,volumes 1837-81 and 1886-91 for plans for,
16778001,1,16778,"Regent: April, 1911 to October, 1929",
16898001,1,16898,"member of Board in Control of Athletics, RP volumes 1923-26, 1929-32, 1932-36",
17095001,1,17095,"Visiting Lecturer at National Music Camp, RP volumes 1963-72",
17096001,1,17096,"Visiting Lecturer at National Music Camp, RP volumes 1963-72",
17111001,1,17111,"Lecturer in Extension Service, RP volumes 1948-57",
17125001,1,17125,"Lecturer, RP volumes 1945-54",
17250001,1,17250,called Graduate Library Building in R.P. vol1960-63 and 1963-66,
17301001,3,17301,,17016
17367001,1,17367,"Clements Library Associates Board of Governors, rp volumes 1954-69",
17400001,1,17400,"Associate Prof. of Atmospheric and Ocean Science with tenure, no RP ref.",
17408001,2,17408,volumes 1942-48 for membership on various committees of the board,
17438001,3,17438,,32334
53076001,3,53076,,3927
17460005,4,17460,,17465
17460001,4,17460,,17461
17460004,4,17460,,17464
17465001,2,17465,"volumes 1910-20, 1923-26, 1929-36",
17467001,2,17467,"volumes 1914-20, 1926-29",
17471001,3,17471,,40586
17482001,3,17482,,8100
17494001,4,17494,,17495
17496001,3,17496,,17507
17507001,1,17507,"of buildings, RP Volumes 1864-85",
17508005,4,17508,,17507
17508001,1,17508,"called Boiler House from R.P., 1881 to 1896",
17508002,1,17508,"called Central Boiler House, from R.P., 1876-81",
17508004,1,17508,"construction of Central Boiler House, RP volumes 1876-91",
17508003,1,17508,"called Heating Plant, Power House or Power Plant from 1896 on",
17514002,1,17514,"SEE:  The University of Michigan, An Encyclopedic Survey, Volume I",
17514001,1,17514,"Regent of the University, 1888-1896",
17520001,1,17520,"Professor in the College of Architecture, no R.P. ref",
17634001,1,17634,"Teaching Fellow in Geography, RP volumes 1948-57",
17660002,2,17660,"1932-42 for membership on committees, etc",
17660001,1,17660,"Regent from Jan. 1, 1934 to December 31,1941",
17701001,1,17701,"Parker Scholar, RP volumes 1942-54",
17702001,1,17702,Secretary of Alumnae Council,
17711001,1,17711,"Visiting Associate Professor at Biological Station, RP volumes 1954-69",
17719001,1,17719,no record of first appointment in R.P.,
17779001,1,17779,"Lecturer in Extension Service, RP volumes 1948-54, 1966-69",
17790001,3,17790,,17507
17797002,2,17797,"volumes 1939-57 for membership on various committees of the board, etc",
17797001,1,17797,Regent: 1940-1955,
17818001,1,17818,"House Director, RP volumes 1936-48",
17977001,1,17977,"member of Athletic Board, 1906-20",
18042001,1,18042,"Regent, Feb. 1840-41",
18052008,4,18052,,18054
18052001,1,18052,"indexed under Model School, 1910-20",
18052003,1,18052,indexed under Teaching Science and Art 1901-06,
18052002,1,18052,"indexed under Teachers, 1906-10, called Model School",
37708001,4,37708,,44869
18052005,1,18052,"re establishment of model school of practice teaching, RP 1901-20",
18052004,1,18052,"named University High School of the University of Michigan, 1920-23, 706",
18058001,1,18058,"Lecturer in Law Department, RP volumes 1886-1901",
18067001,1,18067,no record in Proceedings of the establishment of,
18074001,1,18074,"SEE:  Highway Engineering, Study, Course of",
18074003,3,18074,,18075
18074002,1,18074,"called Highway Engineering (only) from R.P., 1914 to 1920",
18078001,1,18078,building used by formerly called Power House or Heating Plant from R.P. 1891-1914,
18081001,4,18081,,18085
18089001,1,18089,"Instructor in General Chemistry, RP volumes 1886-1906",
18124001,1,18124,"Butzel, Eaman, Long, Gust and Kennedy to represent University in, 1966-69, 1131",
18134001,1,18134,Assistant Professor of Anesthesiology,
18136001,1,18136,"Regent: June, 1901 to January, 1910",
18257001,1,18257,"Visiting Lecturer at National Music Camp, RP volumes 1963-72",
18279001,1,18279,"Extramural Lecturer, RP volumes 1926-39",
18293001,3,18293,,27187
18294001,3,18294,,27088
18298001,1,18298,SEE ALSO:  Committee on University Archives,
18298003,4,18298,,18300
18305001,4,18305,,18307
18309010,4,18309,,44530
18309001,1,18309,"SEE ALSO:  History of Art, Department, Chairpersons",
18309003,1,18309,"called Fine Arts Division from R.P., 1929-1936",
18309004,1,18309,"called General Fine Arts Department in R.P., 1936-1939",
18309006,1,18309,"name changed to History of Art Department, R.P., 1957-60, 859",
18309007,1,18309,"no mention in R.P., 1864-1870, 1886-1896, 1914-1917, and 1942-1945",
18309002,1,18309,"called Fine Arts Department from R.P., 1917-29, 1939-1942, and 1945-1957",
18309005,1,18309,"indexed under Art or Fine Arts from R.P., 1837 to 1864, 1870-1885, and 1896-1914",
18442001,1,18442,Regent from 1837 through 1840,
18481001,1,18481,"Lecturer in Engineering Summer Conference, RP volumes 1957-69",
18489001,1,18489,"Lecturer, RP volumes 1954-60, 1966-69",
18490001,1,18490,"called Holabird, Root and Burgee in R.P. 1948-51",
18598001,1,18598,"Extension Service Lecturer, RP volumes 1948-60",
18642001,1,18642,"re establishment of Chair of, in Medical Department, RP volumes 1837-76",
18648002,3,18648,,28737
18648001,3,18648,,18647
18668001,4,18668,,10527
18669001,1,18669,SEE:  U of M Encyclopedic Survey,
18669002,1,18669,"plan for by Pres. Burton at Deans'' Conf. meeting in April 1922, no RP ref",
18683001,1,18683,SEE:  Academic Costume,
18696001,1,18696,"member of Board of Governors of Student Religious Association, RP volumes 1936-48",
18740001,2,18740,volumes 1936-45 for extension courses given by,
18778001,2,18778,volumes 1901-23 for purchases and uses of,
18810001,4,18810,,18812
18821001,1,18821,established as U. Hospital Social Service General fund,
18822001,4,18822,,4153
18823001,4,18823,,4153
18828001,1,18828,called Children''s Hospital (Psychaiatric Unit) in R.P. volumes 1951-60,
18829002,1,18829,called Cantagious Ward from R.P. 1896-1910,
18829001,1,18829,called Cantagious Disease Hospital from R.P 1910-36,
18831003,4,18831,,18833
18831002,4,18831,,18832
18831001,1,18831,"SEE ALSO:  Hospital, Homeopathic, Appointments",
18835001,1,18835,"originall called Maternity Ward, 1886-1936",
18840001,2,18840,"1886-1906 for rules and regs re administration and admission of patients",
18845001,2,18845,volumes 1876-1901 for patients board,
18845002,2,18845,"volumes 1901-14, 1917-20, and 1926-29 for ward and private room",
18850001,3,18850,,18835
18893001,1,18893,"Lecturer, RP volumes 1954-69",
18897001,2,18897,"volumes 1837-70 for renting of, and repairs on",
18909002,3,18909,,40674
18909001,3,18909,,29400
18914001,1,18914,"established in 1960, no R.P. ref",
18930001,1,18930,Regent: 1892-1894,
18981001,1,18981,"Lecturer on Psychology, Logic and Speculative Philosophy, 1881-85, 416",
19009001,3,19009,,18081
19021001,1,19021,"Regent from Jan., 1911 to Jan., 1933",
19072001,1,19072,"appointed Regent: Feb., 1840",
19079001,1,19079,"Regent: 1967- December 20, 1974",
19083001,1,19083,established in 1955 by gift from Frederick G. L. Huetwell (no R.P. ref.),
19152002,1,19152,SEE ALSO:  Psychological Services Bureau of,
19152001,1,19152,SEE ALSO:  Metropolitan Community Research Project,
19159003,4,19159,,19160
19159001,1,19159,SEE ALSO:  Buhl Research Center for Human Genetics,
19159002,1,19159,successor of the Laboratory of Vertebrate Biology and the Inst. of Human Biology,
19166001,1,19166,SEE ALSO:  Humanistic Series Studies,
19167001,1,19167,"to be printed, see R.P. volume 1906-10",
19210001,3,19210,,19229
19213001,4,19213,,19212
19213002,4,19213,,19214
19216002,1,19216,"Instructor in Drawing, RP volumes 1896-1920",
19223001,1,19223,"House Director, R.P. volumes 1939-51",
19289001,1,19289,"Instructor in French and Spanish, RP volumes 1906-17",
19304001,1,19304,"arrangement with City re closing East, RP''s 1906-14",
19348001,3,19348,,5931
19397001,3,19397,,32368
19425001,3,19425,,19672
19432001,1,19432,SEE:  International Business Machines,
19441001,1,19441,"audit of U. Musical Society by, R.P. volumes 1948-54, 1957-63",
19442001,1,19442,"Lecturer in Accounting, RP volumes 1939-48, 1954-57",
19447001,1,19447,SEE:  See Institute for Continuing Legal Education,
19454001,3,19454,,12219
19463001,3,19463,,19152
19493001,3,19493,,29365
19513001,3,19513,,30656
19522001,3,19522,,41371
19525003,4,19525,,19527
19525002,4,19525,,19526
19525004,4,19525,,19528
19525001,1,19525,"indexed under Industrial Enqineering (only) from R.P., 1923 to 1926",
19533001,4,19533,,19534
19534001,2,19534,volumes 1948-60 for board of govs,
19610004,3,19610,,12125
19610003,3,19610,,9971
19610009,3,19610,,14880
19610005,3,19610,,12172
19610024,3,19610,,28981
19610014,3,19610,,19157
19610002,3,19610,,9707
19610013,3,19610,,19152
19610012,3,19610,,18081
19610016,3,19610,,22449
19610025,3,19610,,32328
19610026,3,19610,,32375
19610006,3,19610,,12219
19610001,1,19610,SEE:  Kellogg Foundation Institute: Graduate and Postgraduate Dentistry,
19610023,3,19610,,26820
19623001,3,19623,,12130
19626004,4,19626,,16219
19626003,4,19626,,10501
19626007,4,19626,,43791
19626002,4,19626,,3927
19626006,4,19626,,40117
19626005,4,19626,,25050
19626001,2,19626,"volumes 1837-64, and 1881-85, for policies, payment on, renewal of",
19641003,1,19641,"Intelligence Bureau, Intercollegiate",
19641001,1,19641,"Classical Studies, Intercollegiate Center for",
19641002,1,19641,"Faculty Representatives, Intercollegiate Conference of",
19641004,1,19641,"names which begin with, see under significant word - for example: n Athletics, Board in Control of Intercollegiate",
19653001,3,19653,,28479
40617001,3,40617,,1623
19658003,3,19658,,1623
19658002,1,19658,"called Internal Medicine Department from R.P., 1917",
19662001,3,19662,,40586
19663001,1,19663,"Dentists, International College of",
19663003,1,19663,"Universities, International Association of",
19663004,1,19663,"Women, International Federation of University",
19663002,1,19663,"Forest Research Organizations, International Union of",
19663005,1,19663,"names which begin with, see under significant word, for example",
19695002,3,19695,,24123
19695001,1,19695,SEE:  Substance abuse,
19696001,4,19696,,3977
19700001,3,19700,,30645
19712001,1,19712,formerly termed the Asylum for Insane Criminals,
19758001,3,19758,,6495
19791001,3,19791,SEE:  See Integrated Technology Instruction Center,
19831001,3,19831,,20748
20028001,1,20028,"Extramural Lecturer, RP volumes 1926-39",
20043001,3,20043,,9043
20169001,1,20169,"Extramural Lecturer, RP volumes 1926-36, 1939-42",
20204001,4,20204,,20202
20375001,1,20375,"Regent of the University, January 1858 through December 31, 1869",
20466001,1,20466,"SEE ALSO:  djunct Assistant Professor of Nursing, 1984-87, 151",
20494001,3,20494,,38621
20496001,3,20496,,8004
20497001,3,20497,,4085
20558001,1,20558,"Teaching Fellow in Physics, RP volumes 1951-60",
20630001,3,20630,,28109
20663002,1,20663,"SEE:  The University of Michigan, An Encyclopedic Survey, Volume I",
20676003,3,20676,,28109
20676002,1,20676,"no mention from R.P., 1914 to 1917",
20676001,1,20676,"called Journalism (only) from R.P., 1906 to 1914 and 1917 to 1920",
20677001,3,20677,,32072
20693002,2,20693,"1881-85 for committee appointments on board etc",
20693001,1,20693,Regent from January 1882 through December 1886,
20695001,1,20695,"on Board of Newberry Residence, RP volumes 1914-17, 20-23, 26-32, 36-39, 42-45",
20744001,4,20744,,21260
20746001,1,20746,no record of establishment of,
20806003,4,20806,,20805
20806001,1,20806,architect for the following,
20806002,1,20806,called Albert Kahn (only) from 1901 to 1939,
21136001,1,21136,"Extramural Lecturer, RP volumes 1926-39",
21146001,1,21146,Regent from 1838-52,
21301001,1,21301,Regent: 1844-1845,
